1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0,1.0054111960941907,0.9946654870277306,0.9945389382495721,0.9829961819714582,0.9971625391147257,1.001748881869249,0.995650936204524,1.0080295446907195,1.0085979637387081,0.9979627994789502,1.0119186951288544,0.9883043718092082,1.0017007463720882,1.0014588948497674,0.9956972179598174,1.0101546125762915,0.9856508021171956,0.9992935389742739
1.0,0.8745216475844935,0.8757785575554339,0.8693879268659285,0.8827629269640396,0.870438290145996,0.8687665962620785,0.9990699059418611,0.9791518254627934,1.084506275221745,0.9830979479909274,0.9809189739851998,0.8726257771839988,0.9795221725548171,0.9805783923180812,0.9914477836260096,1.003767167722011,0.9828747374921971,0.988184273458883
1.0,0.9118968720143408,0.8978563442284396,0.8994353207061003,0.8938256404620916,0.8972992320684532,0.9005916582952235,1.0308649896789353,1.0267200559293133,1.139510114836077,1.006693780623245,0.9985586899315065,1.0509286789193988,1.0377470449317854,1.03473242168649,1.0482460817489043,1.0312524438046922,1.0398941589317423,1.0432837649913298
1.0,0.8909319557769285,0.8833545043942235,0.8891074052446245,0.8785407355687801,0.8751484217412054,0.8771144585619438,0.9725356680646219,0.9779845992358153,0.9809924951839422,1.0001317201943232,0.9812138803298229,0.8712381997353021,0.9860819730537593,0.9766269900781976,0.9767632881291356,0.9769063003697749,0.990725872879758,0.9805759712701043
1.0,1.0463452523435546,1.019564079449074,1.0212972497234096,1.0260115145058564,1.0142056161060293,1.0220148015655965,1.0176366882989454,1.0204312768840849,1.0007339001945943,1.0096596107708333,1.0194127194222895,1.0206472343333035,1.004616113438217,1.0087287343601528,1.0079435236063166,1.0108216908470227,1.0054552064022353,1.0109600089297517
1.0,0.8915481798145339,0.8757163646128945,0.8821272351616235,0.8904280889443722,0.8830269247611513,0.8761832354712982,0.98427185323356,0.9802942877119638,0.9842111884491347,0.9890573551363657,0.9805740231336657,0.9745634312921417,0.9835104890198555,0.9777487860994781,0.9808562988554134,1.0045342541316165,0.9848351950103669,0.9931869152773645
1.0,0.8784113572510855,0.8860995976201417,0.8942226252294702,0.8940660377840641,0.893720843439217,0.8924388953362249,0.994156449638602,1.006438681175338,1.1303237961131707,1.0144631258117625,1.014716818409117,1.0049716359976741,1.0025239334643135,1.0095874866003203,0.9993182935084189,1.0068557961400177,1.006564480684172,0.9997400882394577
1.0,0.8680177801397065,0.8391565956733361,0.8549649429844904,0.8462460474739002,0.8409397562103269,0.8402850993698233,0.9386141600517512,0.9376793327556104,0.9192254916458702,0.9292041623025239,0.9346655307189645,0.9335877558425856,0.934508923199457,0.9416648042482525,0.9327584104841223,0.938884808226072,0.9430013244473066,0.9413407632822646
1.0,1.006160879102836,0.9984580447398826,1.0170908089953024,0.9974200741519669,1.005449843595127,1.0365904099848002,1.0119761100761924,1.0048206022221444,0.9987580571750057,1.0079108510332622,0.9961819343015023,0.9976096192317027,1.0033426335176066,1.0033964184430983,0.9998425085627292,1.0034736852271944,1.0085205342515202,1.0142266258923407
1.0,0.889959665140224,0.8849047002752194,0.8932512367633286,0.876999086911472,0.8786875465641633,0.8962902367039562,0.9838172774352698,0.9863680120238485,0.9862097656900881,0.9822819767720239,0.9805385139496178,0.877708262709024,0.9859546204098987,0.9785165639142818,0.9826879468483842,0.9877204675472919,0.980489675444191,0.9916478375075892
1.0,0.900842357380817,0.8891577687682571,0.8798816476734742,0.8801834256528184,0.8985269707332924,0.8917024895336073,0.986327216246335,1.0003298859526637,1.0005606897684405,1.0098655312106894,1.005636842780164,0.9050501026155356,0.9956461422939511,1.0039201130981563,0.9982762280153089,1.006949038101062,1.0019781522051041,1.0059604825165345
1.0,0.9091074014531696,0.8796687153912442,0.9061502727469551,0.8852759379865509,0.8769565042837104,0.8792453913628535,0.9720704854671289,0.9870209924297048,0.9889572800266477,0.9850636379466623,0.989163976274834,0.9845262517778194,0.9745124987126628,0.980586081975106,0.9773710343919322,0.9884206763421457,0.971974059319897,0.9743349951494998
1.0,1.0053121814328803,0.9857976442529295,0.9932405197294056,0.993570263594269,0.9993390778217037,1.003743671691062,1.0094052011192525,1.0002700349431672,1.0935170216448726,0.9985168997167443,0.989363504090091,1.0028673431526118,1.003485411179901,0.9899212057400893,0.9954602691216775,1.0046307585937813,1.000637074470832,0.9865417046795537
1.0,0.9040519817031265,0.8939942356928062,0.9049103061544921,0.8998356255692643,0.896017035454522,0.926863490504903,0.9909794490180708,0.995420453033031,1.0205943977057095,1.0148807725271265,1.002846791235027,1.0066110056631854,0.9922092599251069,1.0099415467424422,0.9953729197212622,0.9964907094476968,0.9914444277455513,0.9889968557773925
1.0,0.8968763702322089,0.9025005989850197,0.8925560288489939,0.893432977462618,0.8965675629193358,0.8980222143865468,0.9886809103782699,1.0037121032479916,1.0054235595181373,1.0142385092959267,1.007995062043991,1.0011818696179253,0.9922487883970372,0.9972139485660015,0.9994327223233759,1.0115641738115113,1.006293352388994,1.004175190842426
1.0,0.8993727111510411,0.9093890371346581,0.8942842970840377,0.8999013885431703,0.909546757409043,0.9052498475410998,0.9893157213972952,0.993272637636944,1.003098767967593,1.013843098806672,1.020307815789493,0.9010179489058883,1.0044363665215978,0.993482911177602,0.9950247961912974,0.990412929579107,0.994752474720609,0.9919295962820591
