x,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0,0.0,2.0,8.0,10.0,6.0,12.0,0.0,2.0,12.0,14.000000000000002,18.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,4.0
1.0030150753768845,0.0,2.0,18.0,14.000000000000002,10.0,16.0,4.0,2.0,22.0,20.0,28.000000000000004,6.0,10.0,2.0,0.0,2.0,2.0,0.0,4.0
1.0060301507537688,0.0,12.0,24.0,22.0,28.000000000000004,24.0,6.0,2.0,32.0,30.0,38.0,12.0,12.0,6.0,0.0,6.0,8.0,4.0,4.0
1.0090452261306533,0.0,18.0,36.0,36.0,36.0,32.0,14.000000000000002,6.0,40.0,40.0,44.0,14.000000000000002,20.0,8.0,2.0,8.0,8.0,8.0,4.0
1.0120603015075378,0.0,28.000000000000004,42.0,44.0,54.0,42.0,30.0,8.0,60.0,56.00000000000001,50.0,18.0,32.0,8.0,2.0,10.0,8.0,8.0,4.0
1.015075376884422,2.0,50.0,50.0,50.0,64.0,48.0,36.0,10.0,64.0,57.99999999999999,60.0,32.0,38.0,10.0,6.0,12.0,8.0,8.0,10.0
1.0180904522613066,2.0,62.0,60.0,56.00000000000001,68.0,62.0,46.0,10.0,66.0,62.0,70.0,40.0,44.0,12.0,10.0,12.0,10.0,8.0,12.0
1.0211055276381908,2.0,70.0,76.0,60.0,74.0,70.0,56.00000000000001,10.0,70.0,66.0,70.0,42.0,48.0,12.0,10.0,12.0,12.0,10.0,12.0
1.0241206030150753,2.0,70.0,82.0,68.0,80.0,74.0,57.99999999999999,12.0,74.0,66.0,74.0,46.0,52.0,12.0,10.0,12.0,12.0,10.0,12.0
1.0271356783919598,2.0,72.0,82.0,76.0,80.0,80.0,66.0,12.0,76.0,68.0,78.0,46.0,54.0,12.0,12.0,12.0,12.0,10.0,12.0
1.0301507537688441,2.0,74.0,82.0,80.0,80.0,82.0,70.0,12.0,76.0,72.0,78.0,46.0,56.00000000000001,12.0,12.0,12.0,12.0,12.0,14.000000000000002
1.0331658291457286,2.0,76.0,84.0,82.0,84.0,82.0,72.0,14.000000000000002,78.0,76.0,78.0,46.0,56.00000000000001,12.0,12.0,12.0,12.0,14.000000000000002,14.000000000000002
1.0361809045226131,2.0,82.0,84.0,82.0,84.0,82.0,72.0,14.000000000000002,80.0,78.0,78.0,46.0,56.00000000000001,12.0,12.0,14.000000000000002,12.0,14.000000000000002,14.000000000000002
1.0391959798994974,2.0,86.0,84.0,82.0,84.0,84.0,74.0,14.000000000000002,80.0,78.0,80.0,46.0,57.99999999999999,14.000000000000002,12.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.042211055276382,2.0,86.0,84.0,82.0,84.0,84.0,76.0,14.000000000000002,84.0,78.0,80.0,48.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0452261306532664,2.0,86.0,84.0,82.0,90.0,84.0,76.0,14.000000000000002,84.0,78.0,82.0,48.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0482412060301507,2.0,88.0,84.0,82.0,90.0,84.0,76.0,14.000000000000002,84.0,78.0,82.0,48.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0512562814070352,2.0,90.0,84.0,84.0,90.0,84.0,76.0,14.000000000000002,84.0,80.0,84.0,48.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0542713567839197,2.0,90.0,84.0,84.0,90.0,84.0,76.0,14.000000000000002,84.0,80.0,84.0,48.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.057286432160804,2.0,90.0,84.0,84.0,90.0,84.0,76.0,14.000000000000002,84.0,80.0,84.0,48.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0603015075376885,2.0,90.0,84.0,84.0,90.0,84.0,78.0,14.000000000000002,84.0,80.0,84.0,48.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0633165829145728,2.0,90.0,84.0,84.0,90.0,84.0,78.0,14.000000000000002,84.0,80.0,84.0,48.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0663316582914573,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,48.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0693467336683418,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,50.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.072361809045226,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,50.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0753768844221105,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,50.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.078391959798995,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,50.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0814070351758793,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,50.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0844221105527638,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,50.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0874371859296483,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,50.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0904522613065326,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,52.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0934673366834171,2.0,90.0,84.0,84.0,90.0,86.0,78.0,14.000000000000002,84.0,80.0,84.0,52.0,60.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.0964824120603016,2.0,90.0,84.0,84.0,90.0,88.0,78.0,14.000000000000002,84.0,80.0,84.0,52.0,62.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.099497487437186,2.0,90.0,86.0,84.0,90.0,88.0,78.0,14.000000000000002,84.0,80.0,84.0,52.0,62.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.1025125628140704,2.0,90.0,86.0,84.0,90.0,88.0,78.0,14.000000000000002,84.0,80.0,84.0,52.0,62.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
1.1055276381909547,2.0,90.0,86.0,84.0,90.0,88.0,80.0,14.000000000000002,84.0,80.0,86.0,52.0,64.0,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
