1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
2.9778783,2.7420341,2.6509381,2.6544295,2.652236,2.6605439,2.6971699,2.9971763,2.669116,2.6797514,2.8222597,2.6442555,2.6570721,2.8995589,2.6430109,2.6243455,2.6322849,2.879512,2.65638
2.9620928,2.659507,2.6887199,2.7102467,2.6733025,2.694214,2.728226,3.0860185,2.7293861,2.7322702,2.8848979,2.6928737,2.7068347,2.8790656,2.666828,2.7219567,2.7068762,2.9116446,2.6963814
2.8466845,2.7062615,2.6202642,2.6414346,2.6827131,2.650256,2.6557863,3.0059571,2.6544839,2.7150553,2.8286466,2.6646482,2.7115118,2.8987477,2.692085,2.6561207,2.6514883,2.8773928,2.6385016
2.9429132,2.6815558,2.7057301,2.6920456,2.6287693,2.6462306,2.6574076,3.0725641,2.7694313,2.7652977,2.9184069,2.6837954,2.7179166,2.9151577,2.7102504,2.719014,2.7548116,2.9135783,2.7570899
2.7884878,2.6826542,2.6243125,2.6280992,2.6414578,2.6313024,2.6550163,3.0117607,2.667675,2.6637362,2.8701706,2.6613897,2.6813045,2.8381554,2.66638,2.652853,2.649639,2.878004,2.6341211
2.7654814,2.6613205,2.6641762,2.6725601,2.663609,2.6848201,2.6727109,3.0033998,2.669547,2.7302027,2.8922165,2.6578791,2.6903071,2.8878778,2.6858492,2.6908016,2.6576811,2.9009575,2.6496753
2.8179014,2.6997807,2.6405402,2.6908145,2.7235195,2.6225976,2.7498409,3.0511435,2.7130587,2.6789773,2.8819875,2.6479268,2.667323,2.8827566,2.6426818,2.6860699,2.6483881,2.8848106,2.6664339
2.8141087,2.7116966,2.6424376,2.6782923,2.649092,2.6892921,2.7933267,3.1455447,2.7972868,2.8260293,2.95672,2.7707741,2.7840057,2.9470166,2.6986959,2.6225535,2.6282419,2.948878,2.7027954
3.0212853,2.773338,2.6708541,2.7106899,2.6814978,2.6230737,2.7082001,3.0892306,2.7351916,2.7418691,2.870669,2.6795141,2.6966428,2.9179681,2.6926606,2.7017779,2.6950784,2.9023529,2.7098247
2.9580885,2.6998364,2.6324612,2.6407604,2.6791808,2.6867031,2.6241427,2.9858987,2.6409638,2.7005706,2.8480538,2.6768424,2.6433476,2.8599282,2.643995,2.6602604,2.6479745,2.8770077,2.6422921
